broad,n_segments,median,s_minus,s_plus,s_star
공학,3011,6.999999999999999,3.1895646627742336,15.362598091170396,6.0
예체능,1603,4.0,2.08447440156028,7.675795868744472,4.0
의학,72,120.4989626511365,38.58014124670923,376.359430805311,24.0
인문사회,4242,4.999999999999999,2.452059069187486,10.19551295242002,5.0
자연과학,2071,6.0,2.966998606357582,12.133473848912649,5.0
